msa,date,employmentTotal,employmentChange,unemploymentRate,unemploymentChange
"San Antonio-New Braunfels, TX",Jul-2014,1041735,2.34,5.0878,-1.1
"San Antonio-New Braunfels, TX",Aug-2014,1036027,2.24,4.8312,-0.99
"San Antonio-New Braunfels, TX",Sep-2014,1038509,2.02,4.4929,-1.22
"San Antonio-New Braunfels, TX",Oct-2014,1044961,3.29,4.2144,-1.35
"San Antonio-New Braunfels, TX",Nov-2014,1045297,2.48,4.0982,-1.14
"San Antonio-New Braunfels, TX",Dec-2014,1041494,2.02,3.7167,-1.21
"San Antonio-New Braunfels, TX",Jan-2015,1042781,2.21,4.1939,-1.04
"San Antonio-New Braunfels, TX",Feb-2015,1048460,2.32,3.8811,-1.31
"San Antonio-New Braunfels, TX",Mar-2015,1051955,1.89,3.6986,-1.26
"San Antonio-New Braunfels, TX",Apr-2015,1060410,2.19,3.4272,-0.86
"San Antonio-New Braunfels, TX",May-2015,1062955,2.35,3.7253,-0.86
"San Antonio-New Braunfels, TX",Jun-2015,1059949,1.79,4.1018,-0.83
"San Antonio-New Braunfels, TX",Jul-2015,1061872,1.93,4.142,-0.95
"San Antonio-New Braunfels, TX",Aug-2015,1059835,2.3,3.8399,-0.99
"San Antonio-New Braunfels, TX",Sep-2015,1063501,2.41,3.7965,-0.7
"San Antonio-New Braunfels, TX",Oct-2015,1067117,2.12,3.7434,-0.47
"San Antonio-New Braunfels, TX",Nov-2015,1073665,2.71,3.6737,-0.42
"San Antonio-New Braunfels, TX",Dec-2015,1073329,3.06,3.4634,-0.25
"San Antonio-New Braunfels, TX",Jan-2016,1074887,3.08,3.7123,-0.48
"San Antonio-New Braunfels, TX",Feb-2016,1082737,3.27,3.6227,-0.26
"San Antonio-New Braunfels, TX",Mar-2016,1088611,3.48,3.6345,-0.06
"San Antonio-New Braunfels, TX",Apr-2016,1090357,2.82,3.3886,-0.04
"San Antonio-New Braunfels, TX",May-2016,1091488,2.68,3.4395,-0.29
"San Antonio-New Braunfels, TX",Jun-2016,1090759,2.91,4.0651,-0.04
"San Antonio-New Braunfels, TX",Jul-2016,1098486,3.45,4.1344,-0.01
"San Antonio-New Braunfels, TX",Aug-2016,1095086,3.33,3.9739,0.13
"San Antonio-New Braunfels, TX",Sep-2016,1102346,3.65,3.9203,0.12
"San Antonio-New Braunfels, TX",Oct-2016,1098146,2.91,3.8009,0.06
"San Antonio-New Braunfels, TX",Nov-2016,1103207,2.75,3.6552,-0.02
"San Antonio-New Braunfels, TX",Dec-2016,1101524,2.63,3.6399,0.18
"San Antonio-New Braunfels, TX",Jan-2017,1093936,1.77,3.9457,0.23
"San Antonio-New Braunfels, TX",Feb-2017,1102862,1.86,4.1936,0.57
"San Antonio-New Braunfels, TX",Mar-2017,1107970,1.78,4.0626,0.43
"San Antonio-New Braunfels, TX",Apr-2017,1115183,2.28,3.5973,0.21
"San Antonio-New Braunfels, TX",May-2017,1111113,1.8,3.6175,0.18
"San Antonio-New Braunfels, TX",Jun-2017,1109096,1.68,3.8942,-0.17
"San Antonio-New Braunfels, TX",Jul-2017,1111983,1.23,3.6667,-0.47
