date,sales,vol,p_avg,p_med,total_listing,months_inventory,msa
Apr-2011,5632,1143248884,202992,148000,37465,7.5,"Dallas-Fort Worth-Arlington, TX"
May-2011,6088,1267629521,208218,153000,37524,7.7,"Dallas-Fort Worth-Arlington, TX"
Jun-2011,6748,1407855033,208633,155000,37110,7.6,"Dallas-Fort Worth-Arlington, TX"
Jul-2011,5930,1215562540,204985,155000,36214,7.3,"Dallas-Fort Worth-Arlington, TX"
Aug-2011,6579,1367644539,207880,155000,34232,6.7,"Dallas-Fort Worth-Arlington, TX"
Sep-2011,5422,1072807361,197862,148500,32680,6.3,"Dallas-Fort Worth-Arlington, TX"
Oct-2011,4830,938489792,194304,146500,31450,6.1,"Dallas-Fort Worth-Arlington, TX"
Nov-2011,4688,881811468,188100,144000,29738,5.7,"Dallas-Fort Worth-Arlington, TX"
Dec-2011,4985,1019502549,204514,151004,27003,5.1,"Dallas-Fort Worth-Arlington, TX"
Jan-2012,3753,705328528,187937,143000,27016,5.1,"Dallas-Fort Worth-Arlington, TX"
Feb-2012,4499,882037287,196052,149900,27633,5.1,"Dallas-Fort Worth-Arlington, TX"
Mar-2012,5970,1229112403,205881,157940,27982,5.2,"Dallas-Fort Worth-Arlington, TX"
Apr-2012,6255,1343855422,214845,159000,28278,5.2,"Dallas-Fort Worth-Arlington, TX"
May-2012,7317,1626145634,222242,165000,28465,5.1,"Dallas-Fort Worth-Arlington, TX"
Jun-2012,7621,1694437329,222338,169000,28366,5,"Dallas-Fort Worth-Arlington, TX"
Jul-2012,7186,1583675380,220383,167000,28011,4.9,"Dallas-Fort Worth-Arlington, TX"
Aug-2012,7750,1666364113,215015,165000,26924,4.6,"Dallas-Fort Worth-Arlington, TX"
Sep-2012,5968,1260799129,211260,164950,26149,4.4,"Dallas-Fort Worth-Arlington, TX"
Oct-2012,6171,1246029416,201917,157900,24879,4.1,"Dallas-Fort Worth-Arlington, TX"
Nov-2012,5602,1164965133,207955,159000,23428,3.8,"Dallas-Fort Worth-Arlington, TX"
Dec-2012,5644,1233261783,218508,166000,21311,3.5,"Dallas-Fort Worth-Arlington, TX"
Jan-2013,4655,901433346,193648,153900,21181,3.4,"Dallas-Fort Worth-Arlington, TX"
Feb-2013,5250,1070979607,203996,160000,21025,3.3,"Dallas-Fort Worth-Arlington, TX"
Mar-2013,7437,1671230704,224718,170000,20981,3.3,"Dallas-Fort Worth-Arlington, TX"
Apr-2013,8032,1917647197,238751,179000,21099,3.2,"Dallas-Fort Worth-Arlington, TX"
May-2013,9098,2198215134,241615,183800,21602,3.2,"Dallas-Fort Worth-Arlington, TX"
Jun-2013,8685,2164673510,249243,186035,22424,3.3,"Dallas-Fort Worth-Arlington, TX"
Jul-2013,9202,2214479930,240652,187000,23045,3.3,"Dallas-Fort Worth-Arlington, TX"
Aug-2013,9080,2169661529,238950,184950,23004,3.3,"Dallas-Fort Worth-Arlington, TX"
Sep-2013,7191,1640157118,228085,178000,22191,3.1,"Dallas-Fort Worth-Arlington, TX"
Oct-2013,6899,1565072067,226855,175000,21559,3,"Dallas-Fort Worth-Arlington, TX"
Nov-2013,5903,1345219732,227887,174100,20312,2.8,"Dallas-Fort Worth-Arlington, TX"
Dec-2013,6302,1484484455,235558,179900,18456,2.5,"Dallas-Fort Worth-Arlington, TX"
Jan-2014,4640,1000836924,215698,166995,18425,2.5,"Dallas-Fort Worth-Arlington, TX"
Feb-2014,5515,1311961692,237890,179000,18555,2.5,"Dallas-Fort Worth-Arlington, TX"
Mar-2014,6951,1677161366,241283,185000,18521,2.5,"Dallas-Fort Worth-Arlington, TX"
Apr-2014,7666,1905335438,248544,185150,19355,2.7,"Dallas-Fort Worth-Arlington, TX"
May-2014,8874,2271700380,255995,192888,20449,2.8,"Dallas-Fort Worth-Arlington, TX"
Jun-2014,9327,2398879609,257197,202000,20861,2.9,"Dallas-Fort Worth-Arlington, TX"
Jul-2014,9171,2347436333,255963,200000,21425,2.9,"Dallas-Fort Worth-Arlington, TX"
Aug-2014,8928,2224163188,249122,197900,21006,2.9,"Dallas-Fort Worth-Arlington, TX"
Sep-2014,7698,1886212929,245026,190000,20053,2.7,"Dallas-Fort Worth-Arlington, TX"
Oct-2014,7633,1878328735,246080,189000,19226,2.6,"Dallas-Fort Worth-Arlington, TX"
Nov-2014,5860,1431636159,244307,190000,17802,2.4,"Dallas-Fort Worth-Arlington, TX"
Dec-2014,7040,1802642745,256057,200000,16144,2.2,"Dallas-Fort Worth-Arlington, TX"
Jan-2015,4654,1103334252,237072,187000,15638,2.1,"Dallas-Fort Worth-Arlington, TX"
Feb-2015,5527,1421897248,257264,199000,15394,2.1,"Dallas-Fort Worth-Arlington, TX"
Mar-2015,7510,1975713048,263078,205000,15653,2.1,"Dallas-Fort Worth-Arlington, TX"
Apr-2015,7839,2111341857,269338,212500,16960,2.3,"Dallas-Fort Worth-Arlington, TX"
May-2015,8923,2490576352,279119,220000,17654,2.4,"Dallas-Fort Worth-Arlington, TX"
Jun-2015,9895,2807292935,283708,225000,18837,2.5,"Dallas-Fort Worth-Arlington, TX"
Jul-2015,10059,2738574271,272251,217150,20661,2.7,"Dallas-Fort Worth-Arlington, TX"
Aug-2015,9526,2544108190,267070,215000,19426,2.5,"Dallas-Fort Worth-Arlington, TX"
Sep-2015,8410,2191685451,260605,208000,19919,2.6,"Dallas-Fort Worth-Arlington, TX"
Oct-2015,7548,1945744236,257783,209000,19231,2.5,"Dallas-Fort Worth-Arlington, TX"
Nov-2015,6155,1602730265,260395,206000,17735,2.3,"Dallas-Fort Worth-Arlington, TX"
Dec-2015,8026,2180440953,271672,215000,14892,1.9,"Dallas-Fort Worth-Arlington, TX"
Jan-2016,5325,1343684859,252335,200000,15594,2,"Dallas-Fort Worth-Arlington, TX"
Feb-2016,6410,1682587200,262494,215000,15976,2,"Dallas-Fort Worth-Arlington, TX"
Mar-2016,8338,2310289540,277080,223250,16695,2.1,"Dallas-Fort Worth-Arlington, TX"
Apr-2016,8543,2421518709,283451,227000,17627,2.2,"Dallas-Fort Worth-Arlington, TX"
May-2016,9276,2748537263,296306,239000,17778,2.2,"Dallas-Fort Worth-Arlington, TX"
Jun-2016,9929,2968731677,298996,245000,19126,2.4,"Dallas-Fort Worth-Arlington, TX"
Jul-2016,9188,2612948659,284387,235000,20228,2.5,"Dallas-Fort Worth-Arlington, TX"
Aug-2016,9946,2887727544,290341,236437,19670,2.4,"Dallas-Fort Worth-Arlington, TX"
Sep-2016,8787,2513598448,286059,231590,19455,2.4,"Dallas-Fort Worth-Arlington, TX"
Oct-2016,7817,2225983611,284762,230852,18886,2.3,"Dallas-Fort Worth-Arlington, TX"
Nov-2016,7419,2157182024,290765,236100,17467,2.1,"Dallas-Fort Worth-Arlington, TX"
Dec-2016,7825,2287348457,292313,240000,14794,1.8,"Dallas-Fort Worth-Arlington, TX"
Jan-2017,5423,1517807334,279883,230000,15636,1.9,"Dallas-Fort Worth-Arlington, TX"
Feb-2017,6348,1886912964,297245,244900,16144,2,"Dallas-Fort Worth-Arlington, TX"
Mar-2017,8749,2697373918,308307,250000,17862,2.2,"Dallas-Fort Worth-Arlington, TX"
Apr-2017,8388,2581463785,307757,255000,18466,2.2,"Dallas-Fort Worth-Arlington, TX"
May-2017,10108,3258125765,322331,265000,19880,2.4,"Dallas-Fort Worth-Arlington, TX"
Jun-2017,10625,3442597988,324009,265000,21855,2.6,"Dallas-Fort Worth-Arlington, TX"
Jul-2017,9668,3038615651,314296,259000,22492,2.7,"Dallas-Fort Worth-Arlington, TX"
Aug-2017,10167,3145549690,309388,258495,22475,2.7,"Dallas-Fort Worth-Arlington, TX"
