"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Green Bay, WI",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,134900,134900,135500,137500,139900,139900,139900,140000,139900,139500,139000,139000,139900,140000,141950,142000,144900,144900,145000,144900,140000,139900,139900,137150,135700,144000,147700,148500,149900,149900,149900,149900,144900,141500,139900,139900,142900,146950,149500,149900,154200,155250,162000,160000,159900,159900,159900,169700,169250,164950,169900,169900,184900,179900,182900,179900
"Lincoln, NE",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137900,139500,134900,134850,133000,134900,134900,130000,135450,134900,134900,139687.5,142900,149000,147000,144995,147500,148950,147000,147500,146200,147250,154900,157500,162500,161900,165134,160000,160000,164900,165000,165000,164945,174000,183000,189900,186900,194900,188250,185000,183900,179500,179974.5,179000,175400,184950,188450,199500,219450,225000,219900,214980,210000
"Fort Collins, CO",158,249500,250000,249900,248000,249900,252200,255250,265000,260000,239900,225723,222995,229625,218000,215250,214900,223900,227556.5,229000,225000,225000,220000,219000,209800,214500,215000,221500,220000,225500,228000,230000,235000,230000,228764.5,250000,253000,265000,259900,264900,268060,273800,275000,279500,279995,285200,289900,289900,293990,295000,297500,3e+05,307977,310000,305545,306284,315000,319500,320975,329500,335000,345053,349500,341865,339000,343490,349000,340000,343830,350000,350000,350000,359000,360000,350000,350000,350000,359900,357950,359000,350000,359900,359000,365000,365695,368000,370000,368000,375000,379900,379900,389950,389000
"Utica, NY",159,139900,133000,139000,134900,135000,134250,134500,134900,132900,129900,129900,129500,129900,122700,129900,131800,132500,134900,135000,134500,133500,129900,131950,129900,127900,125000,134900,129900,129250,125000,119900,115000,114995,110000,119900,119500,119500,119500,119900,124900,127900,127500,127000,124900,124900,124500,119900,119900,119900,119900,122500,124900,125900,128950,128000,125000,124900,124000,119900,117500,119466.5,119900,119900,124900,128500,129900,128900,129250,125000,124650,122250,124900,124700,122900,124900,129500,129900,129900,129900,128000,124900,119900,119900,119000,115000,116200,119900,125000,129900,129900,134428,129900
"Columbus, GA",160,154000,154900,152900,154900,151500,155000,154520,151550,154900,149900,149900,144900,145184,145000,144000,139900,144900,149900,153330,149900,149994.5,153900,153900,149900,152000,149000,154900,155000,149900,148900,145990,149900,144900,149500,150000,156000,155000,154900,160000,168900,169900,169900,165000,160542.5,163900,164900,160485,169600,160542.5,162945,162745,165000,168500,168500,166900,165000,162900,159900,159000,155900,159900,159900,154900,159000,159900,165000,164800,159900,159950,159000,154900,155000,155900,155850,156230,159000,155000,158000,154900,149900,142900,141250,139900,136900,135000,139000,140500,149000,149900,149000,150000,147400
"Boulder, CO",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394500,389700,395125,397750,406121,415000,410995,410000,410495,420000,415000,419900,409700,409000,419000,424900,425000,449000,449250,448900,446865,454000,453490,447975,455000,475000,478600,475000,471470,461490,459900,470000,480245,485000,490000,499949.5,498250,495000,515000,523000,529000,535000,529900,519000,510000,508200,5e+05,524900,525000,524990,525000,549900,574950,579900,563747.5,567421.5,564023.5
"Lubbock, TX",162,138500,139500,139000,139500,139500,137500,135000,134900,134990,134500,132500,129950,132500,132500,129900,130000,132750,132500,129950,129900,128900,125250,125000,124400,124900,124500,125500,125750,124700,123950,124900,125000,124950,125000,129500,129500,127800,134900,139500,139900,143250,145000,150000,149900,149950,155000,152000,154700,140000,144975,152900,159000,159950,156750,149900,154900,150000,152750,159900,156950,157750,159000,165000,175000,177175,176900,184000,181000,179970,180452.5,184900,185000,179900,179500,182500,184950,182900,182500,184500,182000,179999,180950,179000,178000,177000,179900,192500,199650,205700,202925,205972.5,201950
"Erie, PA",163,114900,124900,119900,119900,124900,129900,130000,129900,130000,129000,119900,119900,115000,123250,119971,119500,119500,119900,119900,122850,123000,124900,123500,104900,110000,113900,113950,114900,119900,119900,115000,112000,110000,109900,115000,112900,112500,110000,113325,115700,124900,124900,120000,119900,119900,119500,114900,112000,113447.5,114900,117950,124900,129900,129900,129900,128900,125000,124900,123500,124000,119900,122950,123900,125000,129500,129900,129900,128450,125000,123600,122500,119900,119900,117200,119900,123900,125000,130000,134900,130000,129900,130000,129000,125000,125000,125000,127500,129300,130000,133900,132250,130950
"Fort Smith, AR",164,134900,135250,131197,129900,129900,130000,129900,128500,128700,124900,122500,119900,119000,115000,117250,115000,118700,119900,119000,119900,119900,119000,119900,120000,119900,119500,115000,116700,122500,124900,125000,123900,121000,119000,129385,129192.5,129900,130000,133650,134000,131500,134900,133000,129900,128150,129850,128300,126700,125000,124900,125000,127000,129900,133000,132000,130000,130000,125000,125000,124900,125000,125000,125000,128500,128000,129000,135000,135000,132898,135000,135999,130000,134900,129000,129900,130000,134900,135000,135000,135000,135000,134600,134900,130000,134500,137000,139000,139900,139900,140000,139900,135000
"Duluth, MN",165,157900,147000,145000,145000,145000,149000,149900,149900,159900,159000,156900,149900,149900,149000,145000,144900,148000,145900,145000,141750,139500,138900,134900,129999,129900,129900,129900,129900,134700,139000,139900,139900,144250,139900,144900,139900,139900,139900,144500,145000,147500,149900,149900,149900,144975,142900,139999.5,139900,138000,142000,143450,149900,159800,159900,159000,154900,154500,154900,155000,149800,145000,144900,155000,163850,168950,169000,168950,165000,164400,164900,159900,150000,148950,149900,158500,154900,159000,159900,159900,159000,157950,154900,150000,149900,144900,145900,154000,160000,169900,169900,169000,164900
"Atlantic City, NJ",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229000,229000,230000,229900,239000,239000,238900,234900,229995,229900,228000,225000,228900,228900,229900,234900,229900,234900,235900,229900,229900,225000,219900,215000,210000,219000,215000,210000,215000,215000,215000,215800,210000,204500,199800,199000,199000,195450,199000,199000,199850,199900,199900,199900,199900,199900,199900,199000,199000,197500,198000,199999,205000,2e+05,2e+05,2e+05
"New London, CT",167,235000,269900,269000,264900,259638.5,261500,259000,259000,259900,259000,259000,249900,247950,249000,249000,249900,258000,259999,259900,259900,259000,249958,249900,249900,249900,249900,249900,249900,254900,250000,249000,245700,248000,239900,239900,235000,229900,233500,239900,249000,249900,249900,249900,249900,247000,239999,235000,230000,229000,229900,235000,242900,247900,249900,249000,244900,244500,239900,239900,236900,230000,238950,239900,239900,242000,239900,239900,238899.5,239894,239900,239900,234900,235000,235450,239900,249000,249900,249900,249100,249000,249900,249000,249700,240000,239500,239900,246888,260000,268500,269000,268450,268000
"San Luis Obispo, CA",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529999,529900,544000,525000,519900,515000,539000,545000,549000,549000,549000,539750,539000,549000,561200,559000,550000,559000,569000,579000,582333,579950,585000,585000,593279.5,591559,595000,585000,581324,594648,594824,599000,599000,599900,599900,622450,619000,625000,639900,649000,649000,649000,649000,659000,661500,659700,669900
"Gainesville, FL",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156700,159900,159900,168500,171000,174900,175000,175000,175000,174900,170000,169900,165000,165000,169900,169900,174900,179250,176000,175000,175000,179900,179000,178550,184900,179900,179950,193000,198582,197900,199900,199449.5,194900,199000,199900,199900,194900,193500,199000,204950,215000,218500,219000,215000,215000,219900
"Santa Cruz, CA",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624900,610000,599000,598000,599000,618000,642250,649000,635000,629250,650000,649000,642495,639000,632995,649900,719000,652500,686000,699000,699000,715000,725000,699000,699000,699000,676500,689000,725000,749999,760000,774000,759000,750000,745000,749000,745000,732000,725000,717000,769000,775000,769500,774900,779000,791000
"Clarksville, TN",171,139950,142452.5,145000,144950,144000,144000,142000,140000,142950,144900,142000,140000,139900,140000,140000,144900,146000,149900,150450,149900,147999,154900,155000,154000,152000,152900,155500,158500,155550,154000,150000,149900,143950,143900,148750,149900,148900,149760,149950,154000,155000,155000,156250,154700,152900,150000,150000,150900,150000,154900,157700,159500,159900,159900,159900,157900,154900,154000,149974.5,149900,156950,159900,161000,164900,167900,169000,165000,165500,164500,164900,164900,162900,163000,165000,165000,165000,168500,166000,169000,165000,163900,163000,160000,162000,159900,168900,169900,174900,174450,174900,177900,174950
"Cedar Rapids, IA",172,144900,144900,144950,145900,139900,139900,142250,142500,139900,135000,136700,135000,134500,132900,134900,136000,137900,139900,139900,139900,139900,139900,140000,139900,139500,139900,140050,139900,139950,144950,142250,139900,139900,138575,139900,137900,139777,142000,142000,143925,146500,147500,148000,148000,142900,143200,144000,143200,143200,144900,147500,147000,147500,147500,145000,144250,144950,146250,147000,149900,149950,150000,150000,150000,150000,150000,149900,149000,149500,147900,145000,147000,148500,149900,153900,159900,164900,165000,164900,161750,159900,157500,159900,159000,164900,166500,170000,171848,174500,179000,179700,172700
"Merced, CA",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177500,179900,185000,189900,205000,209900,205000,215000,219000,216500,216500,214900,199250,199000,199999.5,210000,215450,219950,225000,229000,225600,229000,229000,229000,228000,225000,225000,226450,229000,231500,233450,235000,239000,240000,247200,249900,250000,255950,255000,258500,259607,258900,260000,260000,265000,269500
"Wilmington, NC",174,242550,239000,239900,235000,232500,229900,225000,228900,229000,214900,209000,199900,199900,199000,199000,198000,195000,199000,199000,199000,191250,199000,189900,189900,2e+05,207000,201100,199900,199900,199900,199900,199900,199000,197485,215000,217360,216900,223500,225000,235000,239000,241870,244900,242400,244000,240000,239900,240000,239500,239900,245000,249900,249000,239000,239000,239000,235100,236900,234900,235000,234900,240900,240000,244900,249000,249250,249900,249000,250000,250000,250000,263950,259900,259900,262000,265000,267200,265000,265900,269000,269900,270000,270000,274900,271750,275000,279000,285000,289250,289500,289000,289356
"Kennewick, WA",175,199700,197900,199950,199900,199900,2e+05,204900,204900,207900,199950,199900,199900,199900,199950,200940,197500,199900,199990,199985,200500,209000,2e+05,199500,199000,199900,199900,199900,199900,199900,199900,199900,199900,199000,198850,198500,198000,199900,199000,197900,199900,204900,209900,209900,209000,206421,207949,199500,209900,199900,199999,205925,214500,215000,225000,225000,229900,229900,227900,229000,223950,229900,239850,240000,243450,240000,242918,239900,244900,255000,259000,259900,264900,259900,251048,259000,254900,260000,259000,250000,249250,245000,252000,259000,260000,264900,281263,289900,289900,295000,295212,293950,291500
"Greeley, CO",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205894,207380,209900,215600,222600,224900,225000,229000,229900,237725,239900,244683,249900,249900,251300,256190,252500,250000,258463,262945,264975,274900,275000,280636,280925,285345,279900,284900,284550,286900,287447,290080,289925,290000,289900,295000,3e+05,3e+05,299600,299900,308177,310000,314900,314900,313950,313950,315000,316759,320000,325000,335922.5,344500,350000,355000,353000,355000,354500
"Waco, TX",177,128900,128000,129250,128950,125000,128700,128500,129900,134900,135949.5,134600,134400,131200,128950,124900,129900,134900,135000,135000,134100,134900,134900,133000,130400,134900,128900,134367,134900,129900,129900,129000,125000,123900,129900,139500,139000,135000,138750,137900,137700,139900,142000,140000,140000,139900,144362.5,142000,149900,149900,150000,152150,151700,155400,155850,158400,159500,155250,152777,153600,149900,150000,149900,155100,159900,159900,159750,159000,161800,162300,159000,159900,159900,160000,154450,159900,168500,170064.5,175400,177200,175000,179000,175000,175000,179750,173800,176249,185000,191290,199900,187777,187900,189000
"Lynchburg, VA",178,209900,204900,204900,199950,199900,199900,199900,195900,189900,189500,184900,180000,179900,175000,179950,179500,182999.5,179950,179900,179838.5,178950,179850,169900,168897.5,169900,171950,169900,169900,168000,165000,164900,164900,163900,166900,169950,169900,170000,174900,178000,179900,179900,179900,180000,179000,179000,174900,173400,169900,178500,169900,174900,176000,179900,179900,179900,179900,179000,179000,174900,170000,171900,174900,179500,179900,179900,179900,179900,179900,179900,179900,179900,179900,179900,184900,185000,188500,189900,189900,189900,189900,189700,186000,189250,189900,189900,189900,192500,196900,199900,201000,199900,199900
"Olympia, WA",179,217475,219950,225000,225750,225000,229400,229950,239000,240000,229000,222925,224900,219950,221900,220000,216950,220500,224559,225000,227700,226900,220900,219161.5,218000,219925,214900,212000,209900,216995,214995,214900,214250,209950,209500,229900,229950,229950,232995,234775,231450,239000,239900,239990,239950,239950,239900,239500,237725,234972.5,239000,244950,249000,249000,249900,249000,249900,249950,247700,239950,229950,229900,239900,245000,249950,254950,259800,257500,256950,259000,252500,249990,254950,258999,255000,259000,259990,265000,256900,259500,265000,257025,265000,268000,265250,259900,265000,275000,279970,289499,289950,289700,285000
"Amarillo, TX",180,145000,145000,140680.5,141750,140000,139900,139900,138950,142350,140000,139900,140000,139900,137000,135000,134999.5,139900,139900,144949.5,145000,147900,145000,146900,140466,142250,138000,141466,145000,142500,149000,144900,138900,133900,136750,139900,141750,148000,149000,149000,149900,154000,154900,149900,149900,149500,147500,149000,149900,153650,154900,159900,162900,165000,168750,160949.5,162500,161575,166000,165000,165000,168000,165000,169900,174900,170000,174900,175000,170000,169900,169900,169900,167700,171380,175000,175000,186000,186000,189900,192000,189000,184500,179900,179500,179900,179155,179000,182000,186000,189000,189000,189900,189900
"Binghamton, NY",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123900,124900,125000,124000,125000,128000,127150,128100,125950,128900,125900,124900,124900,124800,125000,128000,129900,129900,129900,129900,129900,129000,129000,127000,124900,124900,124900,125000,124999.5,125000,127950,127500,125000,124900,119999,120000,122450,119900,119500,120000,119900,119900,121450,119900,119900,119000,116950,113900,109900,107250,108750,110000,115000,119000,119900,119900,119900
"Hagerstown, MD",182,169900,169900,169000,169000,169500,165100,166142,164900,166740.5,165050,165000,159000,154945,150000,150000,150000,154750,155000,159000,159900,155000,154900,154900,149900,149900,149500,149500,147900,149900,149900,150000,150000,149900,149500,149900,149900,149900,154900,159900,160000,164900,167500,169000,165000,165900,168500,160000,162900,159945,169000,169900,174900,174999.5,179500,175000,175000,175000,174900,174500,169990,169900,169900,169900,169900,170000,170000,169900,169900,169900,169900,169900,169900,169900,169994.5,174900,178900,179944,179900,179980,179900,179900,179900,179900,179000,179000,179900,179994.5,189900,189900,189900,189999,189900
