"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Durham, NC",103,210500,214900,215000,215900,215000,214950,209900,209900,210000,199900,199500,194900,189900,189000,189500,190000,193000,195000,192900,189900,185000,185000,181490,176000,192900,197990,199000,198500,195000,189900,189500,187900,184900,187900,204990,208950,209900,215000,219900,225000,225000,229900,227000,220900,226737.5,229900,227990,225000,220000,229000,229900,239500,249000,249000,257500,259900,259995,274250,266400,269000,255127.5,259995,264900,275000,279900,282745,285000,289900,299165,289990,289990,289900,295000,274950,289000,294900,296990,298500,296500,295000,293495,295000,294000,295000,289900,299000,301397,304995,309990,312950,315945,315000
"Santa Rosa, CA",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529000,539000,499000,489000,497250,499000,525000,520000,509000,510000,5e+05,510000,515000,509000,499000,525000,549900,566000,567000,569000,569000,574925,579000,580000,599000,599000,587000,595000,599500,619000,625000,615000,619000,639000,640000,638500,625000,629000,629000,640000,660000,651188,669000,674950,662500,665000
"Lexington, KY",105,164900,162900,164900,165500,169900,169900,169800,169000,169000,168500,165500,162900,159900,159900,160000,159999,159900,159900,159900,159900,162500,159900,159900,158000,155000,154700,159500,159000,159900,159900,159000,153250,149900,152000,159000,158500,157900,157900,160472,164000,164500,162950,162500,162000,164900,163700,164900,165000,164900,165000,169900,174900,175275,174900,175000,174500,170000,174500,169900,169999,174900,174900,178900,179900,182951.5,184900,186900,185000,185000,185000,184900,184000,179900,185000,189000,190000,195000,199900,199900,199900,2e+05,206669,208000,207753,209975,214900,224900,224900,229090,229900,232500,229500
"Lafayette, LA",106,168900,168900,168500,168000,168500,169000,175000,191429.5,195000,185000,178500,172900,152950,149900,150000,147900,145250,144900,148900,141900,150000,155000,159500,154900,154900,155824.5,160000,164000,158250,158500,159900,159900,159900,160000,165240,165800,169800,164500,169900,170000,172466,173000,170950,172233,172500,173600,169000,171900,170000,172000,170999,170000,173000,175150,175000,185000,184900,184900,188000,185000,187300,191900,191700,197900,197500,198000,195000,195900,2e+05,199500,199000,198000,2e+05,212362.5,215000,217000,213500,208000,204947.5,205000,205750,206250,202900,2e+05,199000,198500,199990,207000,207500,209700,204900,202650
"Lansing, MI",107,126000,129000,124900,124900,122500,124900,124638.5,124900,119900,114500,107000,99900,99900,99750,95950,98900,99900,99900,99000,99900,99900,99900,99900,94500,94575,89000,89900,91825,98500,99000,97000,98000,89900,89900,104550,99900,105000,109888,110000,113000,114900,118900,119900,119900,119900,116700,114700,109900,109900,110700,115000,119900,125000,127000,129000,127500,124900,121900,118900,114900,109900,114900,119900,124900,124900,125000,126900,126900,125700,125000,124900,119850,119500,116894,122000,125000,125000,129555.5,132650,133800,134900,134900,134000,132900,129900,135900,139900,149000,149900,154900,158900,150750
"Fayetteville, AR",108,140000,139900,139900,140200,140000,145000,144900,145000,149900,149900,146900,142500,139000,135999,135000,134900,136000,134900,138000,139900,144250,148000,150000,150000,149900,154900,159000,159900,159500,159900,159900,159900,157950,159000,163000,161975,163900,165000,165000,169000,169900,169900,169900,169500,173250,173300,172900,172670,174900,178332,178164,179900,180950,180300,181370,181900,179900,180000,179000,178450,179900,183390,189900,195000,199000,195000,190900,195000,194900,190000,193700,195600,199000,199900,205000,210000,224000,222700,225000,220000,219900,220000,224995,224750,225000,229570,235000,245000,249900,256675,254975,249900
"Pensacola, FL",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168215,173250,169900,171567.5,175462.5,179900,184900,185900,184900,184700,184900,184700,180000,174000,176850,178900,174900,180000,179900,182450,179900,184650,189000,180150,184900,182900,182900,184850,189900,194400,195000,195000,195000,195900,196900,198222,199000,199000,206449.5,205000,213900,219900,223500,224900,221995,219900
"Visalia, CA",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000,189950,185000,187900,190000,199000,199500,2e+05,209000,210000,210000,205000,199900,190000,195000,2e+05,205990,215000,214949.5,218475,220000,219950,225000,225000,225000,219950,227500,229700,235000,235000,235000,237950,234900,234900,239900,235450,230000,234950,239000,239000,239999,246000,249000,249900,249000,240450
"Shreveport, LA",111,171500,172500,174900,179900,174900,174900,175000,174900,169900,165000,164500,164000,159900,160000,164500,167900,169900,168000,170000,175000,175000,172500,169000,165000,162000,162650,169000,174900,171000,175000,175000,169900,169900,172500,186900,184900,189000,189000,189000,189900,191000,190900,192500,189900,190000,192700,185616,182500,179900,189000,185000,180000,184216,179900,178900,174900,175900,177000,176500,176900,175750,176000,175000,179900,181500,183950,184500,185000,184450,179900,179800,179500,179900,179900,180000,184900,187000,184900,183950,179900,175000,178000,174900,174900,172000,174900,174900,178500,179500,178500,175000,174900
"Springfield, MO",112,124500,124999.5,129900,129900,130000,129995,129900,129900,130000,130000,129900,129500,125000,124900,124400,124900,124900,124900,124500,124900,124000,124900,124900,120000,119900,119900,119900,124900,124900,124895,124900,121700,121000,122500,124900,124900,124000,124900,125000,129900,130000,129900,129900,129900,125000,124900,120000,122900,125000,127500,125000,129000,129900,129900,130000,129900,128000,125500,128500,129500,129900,133950,134900,134900,135000,134700,132500,131500,129900,129900,129900,127500,125000,125000,129900,132500,134900,134900,132900,129900,129900,139900,137000,139000,136900,139900,142000,149900,149900,149900,147900,149900
"York, PA",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199900,195000,198945,197900,197250,192500,194900,199900,199900,199900,205000,202720.5,198591,195000,199900,199900,189900,189000,187900,204900,184900,184900,189300,189900,184900,206924,189900,195000,221772,199900,199000,209997.5,225245,220849,219900,219900,209752,228696,231468,224900,224900,224900,215326
"Corpus Christi, TX",114,162000,162900,164500,164325,165000,166900,161205,160000,163000,159900,159900,157500,156000,157500,159500,159900,159900,159000,159000,159000,159900,159500,159000,159000,159000,159000,165400,165000,159000,159000,155500,159250,159900,159000,169900,169999.5,163900,174900,169000,169900,175210,179900,179900,179900,185000,189000,189000,189900,189000,189900,189900,207700,2e+05,210000,209900,208500,203995,198000,199200,199900,209000,210000,218950,209000,209900,210000,209900,209900,209900,209900,209500,205000,209500,214900,219900,224000,225000,224000,224000,220000,219900,219900,219000,219825,217000,215000,219000,219900,219900,220000,222000,223869.5
"Flint, MI",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72900,74900,70000,79900,84900,91900,95900,99900,104900,99900,99900,99900,87900,82000,79900,89900,93500,94700,99900,114900,114900,112900,110000,109700,99900,98900,89900,89900,97250,106517.5,114900,117900,118950,118000,119900,119900,116600,119000,116900,119900,125000,129700,136900,139000,139900,139000
"Reno, NV",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255000,257853,250000,255000,264950,270000,285000,291500,294900,298000,299999.5,299000,295000,299000,299000,304950,305000,324900,329000,329900,339000,339900,335250,335000,339900,339500,330000,339387.5,337000,344000,355000,359000,357700,349950,349900,349900,349000,350000,359000,350000,357900,360000,374900,379900,390000,390000
"Asheville, NC",117,249900,249000,245000,240000,244900,242062.5,243000,239000,239000,239000,235000,225000,220000,219900,212000,212900,224900,225000,225000,225000,224900,224000,219900,217250,228900,229000,225900,225000,225000,225000,220000,219000,215000,215000,225000,225000,225000,229000,229095,231800,235000,239000,239000,232900,234000,235000,235000,239000,229900,235000,239000,240000,248250,249000,249000,249100,249900,249900,249550,249500,247500,249000,249000,250000,255000,259000,259000,259000,259000,260000,268000,265000,270000,274900,279000,279900,285000,289000,289900,290000,290000,292950,290000,290900,295000,3e+05,310000,319000,324250,324000,325000,326000
"Port St. Lucie, FL",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,179500,178900,179999,187900,189900,191350,197900,199000,199000,199900,208200,214900,224900,224900,224900,225000,225000,224900,219900,219900,224900,225000,229000,229900,231450,234900,237000,239900,239900,240000,241990,240945,244900,245000,245000,249000,249000,249000,249000,249900,249900,252000,255900,259000,257900
"Santa Maria-Santa Barbara, CA",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789900,789000,699000,650400,659000,699900,695000,699000,699000,691250,669000,673475,650000,674900,679000,679000,697000,699000,749000,779000,759000,749000,749000,765000,785000,827000,765000,775000,799000,799400,815000,799000,797450,799000,799000,799000,829000,849000,875000,897500,899000,912000,999500,939990,899000,895000
"Huntsville, AL",120,202999.5,2e+05,204900,188900,189900,189900,187900,187500,185900,179900,178122,175000,173000,172000,172900,171900,174900,174250,174900,175000,175000,175000,174953,172900,171900,169900,169900,166312.5,159900,169900,169900,169900,169000,169900,174800,172900,172500,169900,172500,175000,179900,179900,179900,179900,180691,190000,194200,179900,179900,183000,181900,179900,179900,183900,182600,179900,179000,175000,169900,175000,175000,178789,178900,179900,179900,182950,188500,186900,186900,189000,191900,191517.5,189900,192900,194117.5,199000,199900,199900,199000,199000,199500,195000,199900,2e+05,205900,214900,215000,219900,224024,224900,224000,219900
"Fort Wayne, IN",121,,,,,,,,,,,,,,,,,,,,,,,,99900,91900,89900,99900,1e+05,103900,99900,99800,97700,97500,98994,107900,105000,104900,107000,109900,109900,112500,111900,109900,109900,109900,110000,108536,105900,104900,104900,107900,112386,114900,115000,114900,113900,114900,114900,110000,108900,110000,114900,117500,115500,118900,119900,118950,118500,118000,119900,118750,114900,116900,119000,124000,127450,130000,134900,134900,129700,129900,129900,130000,130000,129900,132900,149900,154500,160000,165000,164999.5,159500
"Salinas, CA",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785000,789000,750000,750000,725000,699000,727650,729000,695000,632000,648000,617250,599700,627772.5,649000,659000,692960,672000,689500,675000,659950,665000,675000,675000,670000,670000,650000,680000,718000,719000,757000,754500,749750,752500,719000,745000,735000,699000,699000,699949.5,7e+05,729900,750000,775000,783000,765000
"Vallejo, CA",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,309999,299000,309500,319000,329900,329000,335000,329000,325000,329990,329900,325000,324900,325000,340000,345000,349894,359000,359925,368450,368799,369900,367700,369000,369825,371500,359000,373000,385000,392000,399000,399900,399900,399900,399975,399000,389999.5,399000,399694,399900,409998,415000,419900,425000,419900
"Mobile, AL",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140900,142900,142900,140000,136900,139900,139900,139900,141000,142500,145000,144900,145000,149700,149500,144900,156000,140000,144900,149169,149000,146900,146900,147500,144900,149000,154900,149500,146900,146900,144900,134900,139900,139956.5,142152,140950,139900,140160,139999,140000,139900,139900,139900,137700,139900,149900,155000,153397.5,155000,155900
"Reading, PA",125,,,,,,,,,,,,,,,,,,,,,,148000,149900,149905.5,159900,154000,149900,152900,149900,159900,155900,149900,149900,144899.5,154900,152000,149900,149900,150000,159900,159900,159900,165000,164900,162995,159990,159900,169900,159900,159900,159900,164900,169900,169900,170000,169900,169900,165000,164900,159990,159900,160000,166043.5,169900,173900,169900,172900,170000,179900,169900,169900,169900,169900,164900,174900,172000,175000,185000,179900,175000,184900,214900,198000,184900,189900,189900,199900,204900,189900,192900,194900,189000
"Brownsville, TX",126,169000,169900,169900,169900,169900,175000,174500,164450,175000,179300,179875,176000,171589,174950,164900,164900,165000,160000,168000,165000,170000,164900,165000,162278.5,169900,165000,164900,163300,159900,165000,169000,168500,165000,165000,174500,175000,175000,175000,172689.5,174945,175000,175000,175000,175000,171100,178900,174900,170000,169000,169500,170000,170000,172900,169900,170000,174900,174950,170250,170000,172950,169900,179900,175000,181514,179000,179000,175000,175000,174500,172750,168950,170000,169900,173000,174900,179000,180000,175000,175000,173000,169000,167000,165000,165000,165000,168250,169000,174900,175000,179000,179000,179000
"Killeen, TX",127,138000,138950,139900,139950,139500,138900,135000,134900,134900,134900,135000,135000,137245,129900,134950,133882,135000,138990,137400,137400,134900,134000,131900,138500,139000,139900,139900,141400,139900,139950,140000,140685,142950,140000,147700,148900,145950,145900,145995,147500,147990,149900,149900,148000,149900,149000,146300,149000,147970,149500,149900,149900,155992.5,156950,154900,155000,154900,153495,152000,151145,152997.5,155000,157550,159900,159900,159900,159900,159000,162900,159950,159900,156900,154900,148400,150000,152000,154000,155500,156500,157451,155000,154970,155000,156000,157705,160000,166950,169900,169900,169000,167500,161375
"Canton, OH",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,108000,110000,114900,117900,119900,124900,124900,124900,124900,119900,119900,115000,115000,117900,119900,124900,124900,122000,119975,119900,119900,119900,119900,120000,119900,120000,119999,124900,125000,129900,129900,129900,129900,129900,129900,127900,126000,124900,124900,128250,125450,129900,134900,134900,134900
"Beaumont, TX",129,135000,132500,129900,130000,132900,133232,132000,135500,143450,139900,138950,132250,134900,129900,134500,135000,134900,132250,129900,129900,125000,125000,125000,124900,124900,124900,124900,124250,122950,124900,122000,123500,119900,125000,134900,129900,129900,129900,129900,132700,132500,134900,135000,134900,130000,131500,129000,129900,129000,129900,130000,137500,135900,135000,134900,134900,139000,139900,139000,139000,139900,139900,135000,134900,135950,140000,140000,139900,137000,135000,139900,139900,133500,135000,139000,139900,146250,149900,154900,155000,149900,149900,149900,149900,154900,150000,159900,169000,169000,169500,168925,164900
"Manchester, NH",130,239900,235000,236900,239900,248250,249000,239000,235000,229900,230000,239900,234900,225000,215000,209900,219900,225000,225000,224900,220000,217500,216400,214900,209450,202900,2e+05,215000,214900,219900,217900,215000,219900,217900,217500,232000,229900,229900,234900,239000,239900,239900,247900,248750,241900,239900,239900,237250,234900,230000,229900,239900,247900,249900,254900,254900,249900,250000,254900,249900,250000,259700,254900,249900,258000,259900,259900,259900,254900,254000,249900,249900,249900,249900,249900,249900,259900,265000,269900,274900,274250,275000,275000,276200,282750,289000,289900,294900,295000,299000,298250,299000,293995
"Salem, OR",131,189900,189900,188500,185000,183500,185500,187000,187200,189900,179900,169900,168800,164000,164900,162900,155000,149900,149900,152000,159900,154900,149900,149900,140000,144900,145900,149900,150000,149250,149000,145000,149900,153000,156000,164900,164900,165000,170000,173250,179900,187225,192900,199500,199900,199900,197900,193450,195000,190800,197750,199900,205000,199970,209900,209900,210000,214900,209900,209900,209000,210000,210000,214900,219900,223900,225000,224700,224900,225000,225900,228000,225000,227000,234900,235000,239900,239900,239900,245000,249900,247500,245990,247500,244950,245000,249900,252000,259900,265000,259900,269900,270000
"Anchorage, AK",132,239900,239900,248950,249000,254925,258000,250000,250000,258700,249900,239000,232400,225000,232000,235000,239900,240000,239900,239900,239900,238600,235000,234900,232000,231500,230000,229900,230000,233450,228000,227900,230000,229900,229000,244000,240000,246800,249900,252500,259900,264738.5,255000,265000,264700,259900,260000,257900,257250,259500,267500,269900,272000,272000,279000,269900,275000,269000,265000,259900,260000,270000,274900,279000,280000,284500,279900,286000,285450,289900,289000,292000,289900,288750,294900,295950,299000,299000,299000,297950,297400,299000,295000,294900,288000,283500,283000,289000,293500,295500,294000,295000,290000
"Davenport, IL",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119500,119000,118900,117500,116900,116900,110000,110000,109900,112500,115000,115000,120000,124000,123950,122450,122450,120000,119997.5,115950,117250,119900,119900,122900,125000,126450,124900,124900,124900,122500,122000,119850,119900,117500,119900,125000,125450,129900,132000,129900,132000,129950,129900,129000,129900,130000,134900,135000,138000,139900,138250,137500
"Peoria, IL",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,112900,114900,115000,122900,124900,125000,125000,124900,124900,124900,124400,124900,119900,122000,125000,129900,132900,129900,129900,128500,126900,126100,124900,119900,121900,124900,129900,129900,134900,134500,129900,129900,129900,129500,127500,124900,124900,122500,125000,130000,134900,137500,134900,129900,129900,129900,125000,124900,124900,125000,129900,134500,134900,139900,139900,137900
"Myrtle Beach, SC",135,209900,209900,209000,205000,199900,199900,199000,199000,199725,198500,194900,189900,187900,179900,179900,179000,174999.5,174990,173000,169900,168000,168000,149990,174500,165900,165000,164900,164900,165000,164900,164900,165000,164900,164990,169900,173000,174385,175000,175900,179000,174999,179000,179900,179900,179900,179900,179000,179900,179900,179900,182000,179900,184900,185400,185000,179900,189900,189000,190000,189900,189900,189000,186825,192000,199900,192000,195000,198000,199000,199900,199900,199000,199400,199900,204000,202733,205000,208057.5,209000,209400,206945,209900,210000,209300,209000,205000,208025,210836,214900,215990,217407.5,219900
"Montgomery, AL",136,149900,149900,150000,152900,154000,154900,154900,153000,157000,149900,144500,140500,139900,134900,138900,141085,145000,144000,144271,141997.5,139900,141700,141000,137900,139900,141900,143800,144900,142000,142900,139900,139900,139900,140000,159322.5,159900,159500,159900,159900,164900,164500,165000,166000,164000,160000,159900,156500,159900,158000,159900,159100,159900,164900,165000,164500,162900,162500,159900,159900,149900,159000,158900,159900,165900,159900,160000,155900,157900,162750,159000,155000,154900,157400,150000,156200,160000,163900,160250,159250,158000,154900,149900,149900,150000,150000,150000,158950,159000,159200,155092,159900,159900
"Salisbury, MD",137,269900,268484,265250,265000,263500,259900,259900,259850,259900,259900,260000,259900,255900,259900,259000,255000,250000,254900,250000,250000,249900,249900,249900,249900,245014.5,244000,245000,239900,239900,245000,245000,245000,249000,248492,249900,249000,255000,251900,255000,255000,259990,255900,259900,259900,264000,259900,255000,255000,258250,259900,263500,269000,269000,269000,269000,267900,269900,267900,264900,263450,259900,260700,268000,268900,270000,274900,274900,274500,280000,284900,285000,274509.5,270000,272990,274900,279900,279900,274900,271900,272000,264900,260000,259900,259900,258995,259900,265000,269000,269900,270000,275000,274995
"Gulfport, MS",138,149900,149900,147900,147000,149000,148500,148500,145000,145000,144900,142350,139900,139500,130000,139000,139000,139000,139900,139900,139900,139900,138000,135000,135000,133900,130000,130000,130000,132900,135000,132700,135000,130000,130000,134900,133950,139000,140000,139999.5,145000,147900,149000,149500,149000,149900,148500,148050,149500,149900,149500,149900,150000,154000,155000,154300,155000,154862,150000,154000,148977.5,149900,149900,149900,150000,158000,156950,154900,155000,159900,149900,149900,149900,149900,144648,144900,145000,145000,149000,147000,145000,144949.5,149711,150000,154050,151900,154900,159900,160900,165000,166900,165000,164900
"Tallahassee, FL",139,164900,164000,161500,159900,159000,159000,158500,158500,159990,159000,155000,153000,149926,155000,158000,158250,159000,159300,151750,150000,145000,145000,142500,139900,135000,135000,134000,130000,135000,139000,139000,135000,135000,135000,149000,149000,145000,145000,150000,150000,155000,159900,159900,155000,155000,150000,149750,149900,149000,152700,155000,159900,163900,165000,165000,165000,164000,160000,155000,154000,155000,159900,165000,165000,179900,165000,165000,162800,160000,156900,155050,155000,157500,159500,165000,169949.5,174900,175000,174000,173700,175000,178000,175000,169900,174900,179900,184450,188000,190000,199000,194500,195000
"Trenton, NJ",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219900,215000,214900,219000,230000,239900,245000,239900,234900,229900,229000,225000,220000,214894,209900,219000,229900,240000,249900,245000,234900,229500,222500,215000,210250,199372.5,193000,195000,214500,229900,239000,244900,239000,222900,219900,214000,209900,190185,195900,199900,219900,239000,250000,250000,249000,229900
"Fayetteville, NC",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,189600,186900,188000,186600,184900,184900,185500,182900,176900,177900,179900,182900,189000,177000,177900,179500,178900,169900,169500,171000,169900,171900,171900,171900,177950,179900,187787,187787,197975,194900,195000,194900,189900,189900,195999,195700,195000,194500,194900,189900,199000,196900,196825
"Hickory, NC",142,144900,145000,144950,149900,145000,144900,147000,144900,144900,133950,128500,125000,124900,119900,120000,124900,125000,125000,125900,126000,127500,125000,124500,122000,127500,126900,129000,124900,124900,124900,124900,124900,129900,125000,139900,139900,133900,130000,135000,139000,139900,139900,139900,139900,139000,135900,134900,130500,129000,129900,129900,139900,139900,136900,136000,137500,136000,136000,130000,128900,129000,129900,130000,134900,144900,139999,142500,142500,139900,139900,139000,134900,130000,135950,139500,149900,150000,139900,139900,139000,135000,135000,132900,129900,129000,127950,130000,139900,139950,139975,148900,147500
"Huntington, WV",143,150000,154250,157900,159500,149900,150750,149900,149900,139900,139900,139900,135000,139900,129950,139900,139900,142000,145000,144900,139900,139250,139900,137900,139900,135000,135000,137000,135000,139000,135000,136250,137900,135000,135000,140000,137900,136000,137900,139000,139000,139900,139900,139900,139900,139000,138250,137500,137250,135450,139900,140950,143500,144900,145000,144900,140000,139900,139900,141000,139000,135950,137900,139000,139900,146700,146700,144900,145000,145000,145950,146700,146700,143900,143900,145450,149500,150000,149900,145000,139900,139900,136900,138950,133350,133000,132950,137000,139900,139900,139000,139000,135000
"Eugene, OR",144,210000,214900,209900,209900,209000,213860,215000,210000,210000,199999,199894,194000,179500,180000,179900,169900,165000,172000,174900,177500,175000,169900,159900,149900,159000,159900,159900,160000,167250,169000,169900,180750,185000,189900,199900,205000,199950,209000,217250,224250,229950,230000,232000,229900,229900,229900,229900,227900,225000,229000,226700,230000,221500,223500,235000,234900,230000,229900,229900,225000,225000,229250,235000,230000,235000,239900,239900,239900,239900,239900,239900,239000,239900,244000,249000,250000,259000,255000,259000,259000,259250,259900,255000,253200,259900,255000,265000,275000,279900,288900,289900,289000
"Rockford, IL",145,131400,130000,129900,129900,132900,129900,124900,120000,124500,119900,119900,114900,113000,109900,102900,1e+05,99900,99900,99000,99500,97900,95000,91900,85671.5,85000,87000,89900,89900,89500,89450,88900,87000,84900,85000,99900,97750,94900,94500,95000,97995,99000,99000,96125,94900,98900,95000,93900,92000,89900,91735,94900,99700,99953,105000,106000,106000,104900,99900,99900,95000,96150,99900,99900,105000,109900,113550,114500,109999.5,109900,109000,109000,105900,104900,104900,109900,111900,114900,115000,114900,115000,115000,110000,109900,103000,99958.5,105900,110000,117900,117400,119900,120000,119900
"Savannah, GA",146,2e+05,204900,199900,199500,199000,196800,195000,196500,193900,189900,179900,177000,179000,175600,174000,169900,169900,169900,169900,165000,166831.5,166000,162900,159500,160000,177900,169000,165000,166000,164900,162372,164900,169900,171900,184825,186900,189900,192900,192500,194900,198279.5,198559,196000,199268.5,199895,199500,195000,199900,199900,204900,208439,213300,213012,211490,211197,211900,214900,210000,211000,209900,214500,219250,219600,215428.5,218352.5,215650,214900,215000,217000,214900,214900,215000,219900,219900,224900,225000,225000,225000,225000,225000,219900,224900,224900,221400,224900,228000,231400,234000,234900,235000,235000,235000
"Ann Arbor, MI",147,169700,169900,165000,174900,169900,174900,169900,165000,180000,177500,165000,159900,154900,164250,164900,165450,175000,179900,175000,174900,167000,167000,162625,160000,158000,159900,174900,169900,174900,179000,179650,174950,170000,174400,184900,179800,179900,185000,199900,209000,218000,213950,215000,209900,204950,199900,199900,196900,198795,199900,207900,220675,221000,220000,222000,223000,219900,219000,211500,209900,209900,217900,220000,229900,239900,239000,239900,239000,239900,235500,239900,239000,237700,240000,249000,254900,264900,259900,269000,258900,261550,267000,265000,263900,260900,265000,275000,289900,295000,295915,295000,294900
"Ocala, FL",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,128000,126700,129000,129900,130000,134000,132000,134900,135000,137500,140000,139000,135000,142900,152000,151900,150000,159500,160000,159000,169000,172990,169900,174900,175000,175000,170950,174900,174900,174900,174900,168900,169550,169900,169500,169900,169945,171900,170950,173000,179000,179900,179925.5,179900,179900
"Kalamazoo, MI",149,134900,129900,129900,132900,134900,134900,134900,134900,134500,128950,119900,118000,109900,114900,115000,115000,120000,121275,105000,105000,109900,104900,107900,107000,109900,107900,110000,112500,114900,119850,119900,123000,114900,109900,123900,117900,115000,119000,120950,129900,131950,134900,135000,134950,132500,129900,125000,122949.5,119000,124000,129650,135000,144900,145000,139900,138450,137000,134965,129000,122000,119900,125500,129900,139900,139900,142000,139900,139900,139000,134900,129000,124900,119900,124900,129900,139900,149900,150000,154700,150000,155000,155000,149900,154000,151900,162500,169900,175000,184900,186900,185450,177900
"Naples, FL",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369900,379000,374700,374900,379000,389000,394247,399000,399000,395000,395000,410000,412160,420000,424000,429000,434000,425450,424200,419900,438999,459000,459999,450000,449500,459000,450000,450000,449900,449900,449000,449000,439900,431895,439000,448881.5,449000,449000,444900,439900,435900,435000,435000,439000,437728,429000
"South Bend, IN",151,114000,116401.5,115950,119900,119900,119900,120000,119900,118800,119900,114900,114900,111000,110000,109900,114900,118999.5,115000,114900,112950,114480,109000,105000,99900,98500,92000,94900,96450,105000,108000,99900,98000,98700,99300,99900,96900,97900,99500,110000,114900,117500,119000,119900,117500,115000,113500,105000,99900,96950,98000,101450,108950,115000,114700,113700,114900,114900,109900,109900,105900,99900,105000,110000,110000,114900,114500,110000,112000,109900,104900,99900,98500,95000,98500,105000,116000,121750,123950,122500,119900,119900,119900,119900,125000,120000,127100,135000,139900,150000,155000,159000,148700
"Spartanburg, SC",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126900,125500,129900,133900,135000,139900,142500,144900,144900,143650,143000,139900,139900,139000,139900,142250,145900,149900,149900,149900,147500,146900,147900,150000,149900,149900,150000,149900,150000,154900,153900,159500,150000,154900,152900,157990,155000,149900,154900,156990,159900,164900,169900,172900,165055,165900,164900,171945,172500,170990,170000,175000,174990,179400,182209.5,184500,183900
"Evansville, IN",153,,,,,,,,,,,,,,,,,,,,,,,111900,102950,105000,105000,99900,1e+05,112700,109900,104900,106900,102000,105000,117650,112900,110000,114900,117700,114900,117200,117700,116500,114900,115900,118500,114000,114900,113250,113250,115000,117000,119900,119900,120000,119900,121500,123000,122330,121000,120500,124500,129900,129000,127500,127900,127500,124900,123750,120000,119900,118000,118000,118000,124900,129900,128900,127000,125250,128900,128450,135000,130000,129900,131000,134900,139900,139900,142500,144975,147700,139900
"Kingsport, TN",154,150000,154900,155555,149997,154900,155950,155000,155000,157950,154000,149900,149900,145750,142500,144950,144950,149900,148900,139999,139900,140000,139900,139000,135000,132000,130000,134700,130000,134000,130000,129900,128900,125000,127900,135000,129900,131000,134900,134900,138950,139900,139900,138900,135000,135000,135000,132500,129900,128950,129900,129900,134950,136900,135000,139200,139000,139000,138900,138900,135000,135000,134900,135000,135000,139900,139985,139900,139900,139900,139850,137000,134900,134900,134000,133200,135500,139000,139000,139900,139900,139500,139900,139900,137900,129900,134900,135000,139900,139900,140000,144900,144900
"Roanoke, VA",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189925,189000,197975,199000,197500,199950,199250,199900,198500,190975,199900,190000,194950,199950,209000,199950,199950,199950,199950,199000,194950,193000,189950,189500,189900,193225,198205,199950,199826,199900,199000,199950,199950,197832.5,193200,189950,195000,205000,209927.5,214974.5,215000,223500,219000
